,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts_x,action,img_path,user_x_x,ts_y,action_y,user_x_y,lat,lon
15,15,15,10139,1601089920,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089920.jpeg,user28,1601089920.0,sleep,user28,37.44635714999999,126.68076179166668
16,16,16,10140,1601109300,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109300.jpeg,user28,1601109300.0,sleep,user28,37.446241891666666,126.68068619166668
17,17,17,10141,1601091780,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091780.jpeg,user28,1601091780.0,sleep,user28,37.446361591666665,126.68076300833336
18,18,18,10142,1601110140,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110140.jpeg,user28,1601110140.0,sleep,user28,37.446246175,126.680686475
19,19,19,10143,1601091180,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091180.jpeg,user28,1601091180.0,sleep,user28,37.4463276,126.68073635
20,20,20,10144,1601108460,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108460.jpeg,user28,1601108460.0,sleep,user28,37.4462421,126.68067889999998
21,21,21,10145,1601089260,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089260.jpeg,user28,1601089260.0,sleep,user28,37.446327875,126.68069125833334
22,22,22,10146,1601109600,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109600.jpeg,user28,1601109600.0,sleep,user28,37.44628661666666,126.68067927500005
23,23,23,10147,1601090940,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090940.jpeg,user28,1601090940.0,sleep,user28,37.44632276666666,126.680738075
24,24,24,10148,1601107980,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107980.jpeg,user28,1601107980.0,sleep,user28,37.446211825,126.68064640833332
25,25,25,10149,1601091540,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091540.jpeg,user28,1601091540.0,sleep,user28,37.446348066666665,126.68076484166666
26,26,26,10150,1601092860,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092860.jpeg,user28,1601092860.0,sleep,user28,37.44633101666667,126.6807437
27,27,27,10151,1601109900,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109900.jpeg,user28,1601109900.0,sleep,user28,37.44622146666667,126.68068191666664
28,28,28,10152,1601107800,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107800.jpeg,user28,1601107800.0,sleep,user28,37.44623426666667,126.680647475
29,29,29,10153,1601091600,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091600.jpeg,user28,1601091600.0,sleep,user28,37.44634551666666,126.68076300833332
30,30,30,10154,1601093340,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093340.jpeg,user28,1601093340.0,sleep,user28,37.44632353333333,126.6807359
31,31,31,10155,1601109780,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109780.jpeg,user28,1601109780.0,sleep,user28,37.4462612,126.68068734166668
32,32,32,10156,1601107380,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107380.jpeg,user28,1601107380.0,sleep,user28,37.44622023333333,126.680662025
33,33,33,10157,1601089380,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089380.jpeg,user28,1601089380.0,sleep,user28,37.446387566666665,126.68078589166664
34,34,34,10158,1601110740,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110740.jpeg,user28,1601110740.0,sleep,user28,37.44624956666667,126.68068105833332
35,35,35,10159,1601109000,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109000.jpeg,user28,1601109000.0,sleep,user28,37.44623411818182,126.68066197272728
36,36,36,10160,1601090460,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090460.jpeg,user28,1601090460.0,sleep,user28,37.44633114166667,126.68074098333334
37,37,37,10161,1601109240,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109240.jpeg,user28,1601109240.0,sleep,user28,37.446244525,126.68068204166669
38,38,38,10162,1601093580,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093580.jpeg,user28,1601093580.0,sleep,user28,37.44628363846154,126.68070130769227
39,39,39,10163,1601093220,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093220.jpeg,user28,1601093220.0,sleep,user28,37.44634700833333,126.68075499166665
40,40,40,10164,1601093520,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093520.jpeg,user28,1601093520.0,sleep,user28,37.44634071666666,126.68074766666668
41,41,41,10165,1601090700,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090700.jpeg,user28,1601090700.0,sleep,user28,37.44631485,126.68072921666668
42,42,42,10166,1601090580,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090580.jpeg,user28,1601090580.0,sleep,user28,37.446305425,126.68072569166668
43,43,43,10167,1601090160,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090160.jpeg,user28,1601090160.0,sleep,user28,37.44634675833334,126.68076241666668
44,44,44,10168,1601089320,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089320.jpeg,user28,1601089320.0,sleep,user28,37.44637921666666,126.68077786666667
45,45,45,10169,1601110020,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110020.jpeg,user28,1601110020.0,sleep,user28,37.44622995833333,126.68068535833332
46,46,46,10170,1601108520,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108520.jpeg,user28,1601108520.0,sleep,user28,37.4462403,126.68067482499998
47,47,47,10171,1601089860,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089860.jpeg,user28,1601089860.0,sleep,user28,37.44635268333333,126.68075281666668
48,48,48,10172,1601108220,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108220.jpeg,user28,1601108220.0,sleep,user28,37.44611955833333,126.680640725
49,49,49,10173,1601107260,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107260.jpeg,user28,1601107260.0,sleep,user28,37.44623778333334,126.68068055833334
50,50,50,10174,1601091960,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091960.jpeg,user28,1601091960.0,sleep,user28,37.44632955000001,126.68074263333334
51,51,51,10175,1601107320,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107320.jpeg,user28,1601107320.0,sleep,user28,37.446222991666666,126.68067425
52,52,52,10176,1601110080,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110080.jpeg,user28,1601110080.0,sleep,user28,37.44623185454545,126.68068948181818
53,53,53,10177,1601093280,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093280.jpeg,user28,1601093280.0,sleep,user28,37.44633705,126.680748275
54,54,54,10178,1601108160,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108160.jpeg,user28,1601108160.0,sleep,user28,37.44620555454546,126.68066613636364
55,55,55,10179,1601107620,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107620.jpeg,user28,1601107620.0,sleep,user28,37.446225975,126.68065575
56,56,56,10180,1601090280,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090280.jpeg,user28,1601090280.0,sleep,user28,37.44633161666667,126.68074296666668
57,57,57,10182,1601108100,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108100.jpeg,user28,1601108100.0,sleep,user28,37.44621329090909,126.68067364545456
58,58,58,10183,1601090520,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090520.jpeg,user28,1601090520.0,sleep,user28,37.446307225,126.680722525
59,59,59,10185,1601109660,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109660.jpeg,user28,1601109660.0,sleep,user28,37.44628100833333,126.68068559166666
60,60,60,10186,1601108640,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108640.jpeg,user28,1601108640.0,sleep,user28,37.44621936666668,126.68066584166668
61,61,61,10187,1601089740,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089740.jpeg,user28,1601089740.0,sleep,user28,37.446366925,126.68076935
62,62,62,10188,1601090760,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090760.jpeg,user28,1601090760.0,sleep,user28,37.44633231666666,126.68074970000002
63,63,63,10189,1601109840,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109840.jpeg,user28,1601109840.0,sleep,user28,37.446244066666665,126.68068288333336
64,64,64,10190,1601091240,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091240.jpeg,user28,1601091240.0,sleep,user28,37.44632950909091,126.68073781818184
65,65,65,10191,1601110620,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110620.jpeg,user28,1601110620.0,sleep,user28,37.44624086666667,126.68068076666668
66,66,66,10192,1601091120,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091120.jpeg,user28,1601091120.0,sleep,user28,37.446336975,126.68074615
67,67,67,10193,1601090820,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090820.jpeg,user28,1601090820.0,sleep,user28,37.44633105,126.68074633333332
68,68,68,10194,1601108700,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108700.jpeg,user28,1601108700.0,sleep,user28,37.44623444166667,126.68067485833332
69,69,69,10195,1601091900,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091900.jpeg,user28,1601091900.0,sleep,user28,37.44632594166667,126.68074326666664
70,70,70,10196,1601089620,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089620.jpeg,user28,1601089620.0,sleep,user28,37.44634405,126.68075799166664
71,71,71,10197,1601108880,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108880.jpeg,user28,1601108880.0,sleep,user28,37.44622455,126.68067204166668
72,72,72,10198,1601093040,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093040.jpeg,user28,1601093040.0,sleep,user28,37.4462855,126.68070836666664
73,73,73,10199,1601109180,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109180.jpeg,user28,1601109180.0,sleep,user28,37.44624783333333,126.68068017499998
74,74,74,10200,1601092200,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092200.jpeg,user28,1601092200.0,sleep,user28,37.44631725833334,126.680723725
75,75,75,10201,1601108940,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108940.jpeg,user28,1601108940.0,sleep,user28,37.446246525,126.680665975
76,76,76,10203,1601090400,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090400.jpeg,user28,1601090400.0,sleep,user28,37.44633028333333,126.68074229166668
77,77,77,10204,1601089440,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089440.jpeg,user28,1601089440.0,sleep,user28,37.4463509,126.68076254166668
78,78,78,10205,1601107500,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107500.jpeg,user28,1601107500.0,sleep,user28,37.44624231666666,126.68067735833334
79,79,79,10206,1601109480,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109480.jpeg,user28,1601109480.0,sleep,user28,37.44628094166666,126.680677575
80,80,80,10207,1601093640,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093640.jpeg,user28,1601093640.0,sleep,user28,37.44629705384615,126.68073167692306
81,81,81,10209,1601092980,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092980.jpeg,user28,1601092980.0,sleep,user28,37.44631210833334,126.68072470833334
82,82,82,10210,1601107860,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107860.jpeg,user28,1601107860.0,sleep,user28,37.44622766363637,126.68063572727272
83,83,83,10212,1601092080,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092080.jpeg,user28,1601092080.0,sleep,user28,37.446329454545456,126.68072361818182
84,84,84,10213,1601090040,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090040.jpeg,user28,1601090040.0,sleep,user28,37.446342925,126.6807568
85,85,85,10214,1601107920,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107920.jpeg,user28,1601107920.0,sleep,user28,37.44624,126.68064030833334
86,86,86,10215,1601092620,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092620.jpeg,user28,1601092620.0,sleep,user28,37.44632325,126.68072719999998
87,87,87,10216,1601093100,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093100.jpeg,user28,1601093100.0,sleep,user28,37.44629908181818,126.68071625454546
88,88,88,10217,1601092920,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092920.jpeg,user28,1601092920.0,sleep,user28,37.446323875,126.68073426666668
89,89,89,10218,1601091840,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091840.jpeg,user28,1601091840.0,sleep,user28,37.44633172727272,126.68074685454545
90,90,90,10219,1601092260,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092260.jpeg,user28,1601092260.0,sleep,user28,37.44636043333333,126.68076660833331
91,91,91,10220,1601110260,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110260.jpeg,user28,1601110260.0,sleep,user28,37.44624405,126.68067990833332
92,92,92,10221,1601110560,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110560.jpeg,user28,1601110560.0,sleep,user28,37.4462402,126.680686075
93,93,93,10222,1601109120,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109120.jpeg,user28,1601109120.0,sleep,user28,37.446253090909096,126.68067696363636
94,94,94,10223,1601110500,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110500.jpeg,user28,1601110500.0,sleep,user28,37.44624084166667,126.68068073333332
95,95,95,10224,1601092320,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092320.jpeg,user28,1601092320.0,sleep,user28,37.44630278333334,126.68072094166668
96,96,96,10225,1601089560,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089560.jpeg,user28,1601089560.0,sleep,user28,37.446337533333335,126.680751225
97,97,97,10226,1601091000,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091000.jpeg,user28,1601091000.0,sleep,user28,37.44632279166667,126.6807379
98,98,98,10227,1601090340,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090340.jpeg,user28,1601090340.0,sleep,user28,37.446329675,126.68074146666667
99,99,99,10228,1601091060,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091060.jpeg,user28,1601091060.0,sleep,user28,37.446302325,126.68072029166667
100,100,100,10229,1601091480,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091480.jpeg,user28,1601091480.0,sleep,user28,37.44637079166666,126.68077834166664
101,101,101,10232,1601090220,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090220.jpeg,user28,1601090220.0,sleep,user28,37.44634382499999,126.68076057500002
102,102,102,10233,1601092500,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092500.jpeg,user28,1601092500.0,sleep,user28,37.44634539166667,126.68075514166668
103,103,103,10234,1601109360,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109360.jpeg,user28,1601109360.0,sleep,user28,37.44623898333333,126.68068660833332
104,104,104,10235,1601107560,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107560.jpeg,user28,1601107560.0,sleep,user28,37.44623623333333,126.68066846666666
105,105,105,10236,1601092680,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092680.jpeg,user28,1601092680.0,sleep,user28,37.44635579166667,126.68074276666668
106,106,106,10237,1601091360,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091360.jpeg,user28,1601091360.0,sleep,user28,37.446354750000005,126.68075815833336
107,107,107,10238,1601092740,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092740.jpeg,user28,1601092740.0,sleep,user28,37.44629745833333,126.68070714166667
108,108,108,10239,1601089800,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089800.jpeg,user28,1601089800.0,sleep,user28,37.44633507272727,126.68074583636364
109,109,109,10240,1601107440,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107440.jpeg,user28,1601107440.0,sleep,user28,37.44626551666667,126.68066665833332
110,110,110,10241,1601092140,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092140.jpeg,user28,1601092140.0,sleep,user28,37.446292383333336,126.68067793333331
111,111,111,10243,1601092560,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092560.jpeg,user28,1601092560.0,sleep,user28,37.4463408,126.680752325
112,112,112,10244,1601093460,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093460.jpeg,user28,1601093460.0,sleep,user28,37.44632196,126.68073398
113,113,113,10245,1601092020,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092020.jpeg,user28,1601092020.0,sleep,user28,37.446304283333326,126.68070784166666
114,114,114,10246,1601092800,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092800.jpeg,user28,1601092800.0,sleep,user28,37.446313125,126.68071356666668
115,115,115,10247,1601091300,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091300.jpeg,user28,1601091300.0,sleep,user28,37.446329141666666,126.68074500833336
116,116,116,10248,1601090880,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090880.jpeg,user28,1601090880.0,sleep,user28,37.44633851666666,126.6807498
117,117,117,10249,1601089200,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089200.jpeg,user28,1601089200.0,sleep,user28,37.44627466666667,126.68067716666668
118,118,118,10250,1601090100,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090100.jpeg,user28,1601090100.0,sleep,user28,37.446320766666666,126.68073483333332
119,119,119,10251,1601092380,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092380.jpeg,user28,1601092380.0,sleep,user28,37.446308816666665,126.68072585833332
120,120,120,10252,1601110320,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110320.jpeg,user28,1601110320.0,sleep,user28,37.44624469090908,126.68068358181816
121,121,121,10253,1601108040,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108040.jpeg,user28,1601108040.0,sleep,user28,37.44621043333333,126.680658575
122,122,122,10254,1601093400,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093400.jpeg,user28,1601093400.0,sleep,user28,37.44630866666667,126.680724325
123,123,123,10255,1601092440,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601092440.jpeg,user28,1601092440.0,sleep,user28,37.44631205,126.6807251583333
124,124,124,10256,1601107740,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107740.jpeg,user28,1601107740.0,sleep,user28,37.44625517272727,126.68066717272728
125,125,125,10257,1601107200,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601107200.jpeg,user28,1601107200.0,sleep,user28,37.44624035833333,126.68067984166667
126,126,126,10258,1601109960,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109960.jpeg,user28,1601109960.0,sleep,user28,37.44623473333333,126.68068175833334
127,127,127,10259,1601091420,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091420.jpeg,user28,1601091420.0,sleep,user28,37.4463448,126.680758975
128,128,128,10260,1601109720,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109720.jpeg,user28,1601109720.0,sleep,user28,37.44627685833333,126.68069038333331
129,129,129,10261,1601090640,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601090640.jpeg,user28,1601090640.0,sleep,user28,37.44629548333334,126.68071826666666
130,130,130,10263,1601091660,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601091660.jpeg,user28,1601091660.0,sleep,user28,37.44634421666667,126.68075605
131,131,131,10264,1601093160,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601093160.jpeg,user28,1601093160.0,sleep,user28,37.44634270000001,126.68075081666666
132,132,132,10265,1601089680,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089680.jpeg,user28,1601089680.0,sleep,user28,37.44634994166667,126.680757225
133,133,133,10266,1601108280,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601108280.jpeg,user28,1601108280.0,sleep,user28,37.44621095833333,126.68067696666668
134,134,134,10267,1601110200,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110200.jpeg,user28,1601110200.0,sleep,user28,37.446233925,126.68068461666668
135,135,135,10268,1601109540,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601109540.jpeg,user28,1601109540.0,sleep,user28,37.44628371666666,126.68067529999998
136,136,136,10269,1601110680,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601110680.jpeg,user28,1601110680.0,sleep,user28,37.44625010833334,126.68067933333334
137,137,137,10270,1601089500,sleep,../dataset_2020/user26-30/user28/1601072700/mfcc/1601089500.jpeg,user28,1601089500.0,sleep,user28,37.44634930833333,126.6807637
138,138,138,11486,1599956700,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956700.jpeg,user28,1599956700.0,sleep,user28,37.44624560833332,126.68068019166668
139,139,139,11491,1599954780,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599954780.jpeg,user28,1599954780.0,sleep,user28,37.44624055,126.68068431666669
140,140,140,11493,1599955620,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955620.jpeg,user28,1599955620.0,sleep,user28,37.446236758333335,126.680692375
141,141,141,11496,1599956460,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956460.jpeg,user28,1599956460.0,sleep,user28,37.44624335,126.68067200000002
142,142,142,11500,1599956100,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956100.jpeg,user28,1599956100.0,sleep,user28,37.446246325,126.68067084166664
143,143,143,11501,1599956520,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956520.jpeg,user28,1599956520.0,sleep,user28,37.44624302727272,126.6806840727273
144,144,144,11509,1599954840,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599954840.jpeg,user28,1599954840.0,sleep,user28,37.44623893333333,126.68068729166669
145,145,145,11512,1599955740,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955740.jpeg,user28,1599955740.0,sleep,user28,37.44624566666666,126.68067719166667
146,146,146,11515,1599954540,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599954540.jpeg,user28,1599954540.0,sleep,user28,37.446244775,126.68067713333336
147,147,147,11517,1599955080,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955080.jpeg,user28,1599955080.0,sleep,user28,37.44623994166666,126.68068441666668
148,148,148,11520,1599956160,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956160.jpeg,user28,1599956160.0,sleep,user28,37.44624835,126.68067408333332
149,149,149,11522,1599955200,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955200.jpeg,user28,1599955200.0,sleep,user28,37.44624695833334,126.68067429166668
150,150,150,11529,1599956400,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956400.jpeg,user28,1599956400.0,sleep,user28,37.4462465,126.68067196363636
151,151,151,11530,1599955800,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955800.jpeg,user28,1599955800.0,sleep,user28,37.44623056666666,126.68070648333332
152,152,152,11535,1599955320,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955320.jpeg,user28,1599955320.0,sleep,user28,37.44624570833333,126.68067488333332
153,153,153,11536,1599956820,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956820.jpeg,user28,1599956820.0,sleep,user28,37.4462512,126.68067503333332
154,154,154,11537,1599955500,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955500.jpeg,user28,1599955500.0,sleep,user28,37.44624004166666,126.68068353333332
155,155,155,11541,1599954300,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599954300.jpeg,user28,1599954300.0,sleep,user28,37.446166825,126.680723925
156,156,156,11543,1599956940,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956940.jpeg,user28,1599956940.0,sleep,user28,37.446237375,126.68068845833334
157,157,157,11546,1599956580,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956580.jpeg,user28,1599956580.0,sleep,user28,37.446239325,126.68068805833332
158,158,158,11547,1599955980,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955980.jpeg,user28,1599955980.0,sleep,user28,37.44624282499999,126.68068116666667
159,159,159,11548,1599955260,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599955260.jpeg,user28,1599955260.0,sleep,user28,37.44624604999999,126.68067389166664
160,160,160,11551,1599956880,sleep,../dataset_2020/user26-30/user28/1599946200/mfcc/1599956880.jpeg,user28,1599956880.0,sleep,user28,37.446244625,126.6806753
